MX0000100251968TAVG  611  I  685  I  765  I 1014  I-9999    1358  I 1597  I 1569  I 1526  I 1186  I  733  I  860  I
MX0000100251969TAVG  667  I  676  I  756  I  935  I 1085  I-9999    1659  I 1620  I 1491  I-9999     934  I  867  I
MX0000100251970TAVG  713  I  790  I  811  I  982  I-9999    1680  I 1632  I 1596  I 1463  I  936  I  727  I  624  I
MX0000100251971TAVG  587  I  567  I  828  I 1106  I 1304  I 1691  I 1614  I 1607  I 1591  I 1362  I  858  I  801  I
MX0000100251972TAVG  773  I  673  I  883  I 1340  I 1420  I 1691  I 1696  I 1608  I 1437  I 1174  I  693  I  615  I
MX0000100251973TAVG  637  I  787  I  914  I  966  I 1320  I-9999    1715  I 1843  I 1801  I 1140  I  832  I  526  I
MX0000100251974TAVG  577  I  696  I  787  I 1171  I-9999    1462  I-9999    1576  I 1351  I-9999     766  I  681  I
MX0000100251975TAVG  660  I-9999   -9999    1537  I 1665  I 1715  I 1575  I 1578  I 1413  I 1026  I  818  I  764  I
MX0000100251976TAVG  682  I  759  I 1009  I-9999   -9999    1649  I 1539  I 1516  I 1472  I-9999     809  I-9999   
MX0000100251977TAVG  804  I  682  I  828  I-9999   -9999    1597  I 1578  I 1542  I 1465  I 1228  I  700  I  658  I
MX0000100251978TAVG  623  I  679  I-9999   -9999    1160  I-9999    1734  I 1763  I 1710  I 1304  I  852  I  823  I
MX0000100251979TAVG  683  I-9999     872  I  921  I  899  I-9999    1627  I 1621  I 1431  I 1144  I  935  I  768  I
MX0000100251980TAVG-9999     842  I  987  I-9999   -9999   -9999    2039  I 1709  I-9999    1418  I  877  I  743  I
MX0000100251981TAVG-9999     693  I-9999   -9999   -9999   -9999   -9999   -9999    1609  I 1366  I-9999   -9999   
MX0000100251982TAVG  547  I  615  I-9999     952  I-9999   -9999   -9999 XI-9999 XI-9999   -9999   -9999 XI-9999 XI
MX0000100251983TAVG-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI
MX0000100251984TAVG-9999   -9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999   -9999 XI-9999 XI
MX0000100251985TAVG-9999 XI-9999 XI-9999   -9999 XI-9999 XI-9999    1565  I 1635  I 1603  I-9999     868  I  595  I
MX0000100251986TAVG  618  I  723  I-9999    1185  I 1327  I 1545  I 1577  I 1668  I 1595  I 1238  I-9999     636  I
MX0000100251987TAVG  445  I  671  I  678  I  914  I-9999    1578  I 1701  I-9999    1623  I-9999   -9999     870  I
MX0000100251988TAVG  495  I  729  I-9999    1133  I-9999    1635  I 1648  I 1635  I 1576  I 1190  I  940  I  770  I
MX0000100251989TAVG-9999   -9999     943  I-9999    1411  I 1700  I 1680  I 1643  I 1541  I 1193  I  924  I  806  I
MX0000100251990TAVG  790  I  676  I 1022  I-9999    1330  I 1543  I 1327  I 1525  I 1525  I 1320  I 1011  I  848  I
MX0000100251991TAVG  574  I  791  I-9999    1187  I-9999    1581  I 1643  I 1666  I 1545  I 1237  I  853  I  789  I
MX0000100251992TAVG-9999     513  I-9999     993  I 1393  I 1743  I 1700  I 1624  I 1490  I 1194  I  780  I  952  I
MX0000100251993TAVG  701  I  639  I  741  I 1025  I 1160  I 1729  I 1647  I 1698  I 1600  I 1284  I  979  I  770  I
MX0000100251994TAVG  559  I  739  I 1002  I-9999    1440  I 1754  I 1717  I 1729  I 1587  I 1249  I 1185  I  828  I
MX0000100251995TAVG  576  I  925  I-9999    1119  I 1651  I 1715  I 1751  I 1701  I 1650  I 1175  I  932  I  541  I
MX0000100251996TAVG  638  I  779  I  722  I  928  I 1588  I 1784  I 1702  I 1362  I 1232  I 1097  I 1010  I  550  I
MX0000100251997TAVG  461  I  633  I  868  I  913  I 1215  I 1602  I 1595  I 1576  I 1545  I 1136  I  889  I  513  I
MX0000100251998TAVG  541  I  453  I  822  I  935  I 1390  I-9999   -9999   -9999   -9999   -9999     981  I-9999   
MX0000100271932TAVG-9999   -9999    1180  I 1748  I 2081  I 2325  I 1985  I 2112  I 1841  I 1720  I 1061  I 1005  I
MX0000100271933TAVG  974  I 1225  I 1467  I 1613  I 2097  I 2031  I 2026  I 1975  I 1936  I 1678  I 1309  I 1107  I
MX0000100271934TAVG  833  I 1232  I 1381  I 1581  I-9999 QI 2145  I 2079  I 2122  I 1993  I 1759  I 1056  I 1106  I
MX0000100271935TAVG  817  I  824  I 1341  I 1847  I 2062  I 2023  I 1939  I 1880  I 1750  I 1668  I 1458  I  952  I
MX0000100271937TAVG  904  I 1131  I 1472  I 1863  I 2102  I 1940  I 2077  I 2044  I 2014  I 1466  I-9999 QI  907  I
MX0000100271938TAVG  788  I 1407  I 1404  I 1791  I-9999 QI 2349  I-9999 QI-9999 QI 1759  I 1676  I 1419  I  976  I
MX0000100271939TAVG  863  I 1141  I 1520  I 1614  I 1923  I 2014  I 2012  I 1807  I 1736  I 1583  I 1242  I 1123  I
MX0000100271940TAVG  894  I 1049  I 1536  I 1681  I 1889  I 1932  I 1692  I-9999 QI 1519  I 1423  I-9999 QI-9999 QI
MX0000100271941TAVG-9999 QI-9999 QI-9999 QI-9999 QI-9999 QI-9999 QI-9999 QI-9999 QI-9999 QI-9999 QI-9999 QI-9999 QI
MX0000100271942TAVG-9999 QI-9999 QI-9999 QI-9999   -9999 QI-9999 QI-9999 QI-9999 QI-9999 QI-9999 QI-9999 QI-9999 QI
MX0000100271943TAVG-9999 QI-9999 QI-9999 QI-9999 QI-9999 QI-9999 QI-9999 QI-9999 QI-9999 QI 1554  I 1054  I  964  I
MX0000100271944TAVG  905  I 1050  I 1357  I 1520  I 1773  I 2207  I 2076  I 1934  I 1770  I 1524  I 1409  I  915  I
MX0000100271945TAVG  977  I  870  I 1419  I 1660  I 2033  I 2213  I 2052  I 1998  I 1921  I 1664  I-9999 QI 1242  I
MX0000100271946TAVG 1104  I 1291  I 1551  I 1951  I 2042  I 2047  I 2088  I 1892  I 1994  I 1788  I-9999 QI 1186  I
MX0000100271947TAVG 1008  I 1073  I 1405  I 1700  I 1942  I 2225  I 2216  I 1950  I 1809  I 1731  I 1254  I-9999   
MX0000100271948TAVG  926  I 1270  I 1518  I-9999   -9999   -9999   -9999   -9999   -9999   -9999   -9999   -9999   
MX0000100271954TAVG 1202  I 1180  I 1569  I 1922  I-9999 QI 2166  I 1994  I 2003  I 1907  I 1721  I 1215  I 1005  I
MX0000100271955TAVG  923  I 1034  I 1559  I 1774  I 1995  I 2194  I 2007  I 1905  I 1858  I 1449  I 1320  I-9999   
MX0000100271956TAVG-9999    1097  I 1460  I 1651  I 2025  I 2116  I 1968  I 1987  I 1741  I 1663  I 1269  I  992  I
MX0000100271957TAVG 1189  I 1336  I-9999    1639  I 1817  I 2154  I 2216  I 2089  I 1986  I 1657  I 1337  I 1060  I
MX0000100271958TAVG  747  I 1055  I 1322  I 1702  I 1937  I 2134  I 2041  I 2062  I 1921  I 1667  I 1270  I 1006  I
MX0000100271959TAVG-9999    1264  I 1274  I 1639  I-9999   -9999    2021  I 1960  I 1902  I 1591  I 1249  I  990  I
MX0000100271960TAVG  960  I  811  I 1436  I 1609  I 1956  I 2257  I 2097  I 2012  I 1733  I 1719  I 1421  I 1039  I
MX0000100271961TAVG  929  I  954  I 1291  I 1736  I 2150  I 2119  I 1898  I 1867  I 1887  I 1645  I-9999    1007  I
MX0000100271962TAVG  855  I 1203  I 1365  I 1620  I 2006  I 2191  I 2134  I 2046  I 1954  I 1771  I 1256  I  956  I
MX0000100271963TAVG 1152  I 1042  I 1539  I 1971  I 2114  I 2174  I 2017  I 1963  I 1762  I 1386  I-9999     974  I
MX0000100271964TAVG  817  I 1122  I 1351  I 1847  I 2016  I 2108  I 2076  I 2055  I 1954  I-9999 XI-9999 XI-9999   
MX0000100271965TAVG-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI 1373  I 1403  I  989  I
MX0000100271966TAVG  747  I  839  I 1305  I 1591  I 1892  I 2039  I 2054  I 1933  I 1791  I 1557  I 1216  I  819  I
MX0000100271967TAVG  694  I 1045  I 1486  I 1859  I 1981  I 2116  I 1951  I 1849  I 1709  I 1433  I 1299  I 1018  I
MX0000100271968TAVG  938  I 1048  I 1119  I 1629  I 1960  I 2054  I 1907  I 1905  I 1718  I 1634  I 1174  I 1006  I
MX0000100271969TAVG 1001  " 1211  " 1141  " 1631  " 1861  " 2211  " 2091  " 2141  " 1861  " 1591  " 1251  "  981  "
MX0000100271970TAVG  905  I 1026  I 1263  I 1720  I 1839  I 2027  I 1957  I 1962  I 1785  I 1519  I 1182  I 1125  I
MX0000100271971TAVG 1112  I 1016  I 1409  I 1626  I 1923  I 1984  I 1984  I 1793  I 1799  I 1610  I 1338  I 1119  I
MX0000100271972TAVG 1042  I 1039  I 1382  I 1877  I 2018  I 2025  I 1986  I 1949  I 1872  I 1647  I 1319  I 1041  I
MX0000100271973TAVG  772  I 1067  I 1237  I 1516  I 1978  I 2122  I 2158  I 1863  I 1601  I 1428  I  928  I  747  I
MX0000100271974TAVG-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI
MX0000100271975TAVG-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI 2172  I 1970  I 1843  I 1792  I 1616  I 1349  I 1067  I
MX0000100271976TAVG  903  I 1197  I 1491  I 1672  I 1908  I 2080  I-9999    1914  I 1858  I 1573  I 1124  I 1058  I
MX0000100271977TAVG 1085  I 1082  I-9999    1669  I 1970  I 2021  I 2002  I 2025  I 1929  I 1737  I 1328  I-9999   
MX0000100271978TAVG 1052  I 1026  I 1391  I 1814  I 2065  I 2182  I 2110  I 1949  I 1794  I 1564  I 1426  I 1180  I
MX0000100271979TAVG 1066  I 1130  I 1461  I 1744  I 1907  I 2091  I 2128  I 1929  I 1797  I 1702  I 1214  I 1189  I
MX0000100271980TAVG-9999    1200  I 1553  I 1624  I 2013  I 2329  I 2136  I 2042  I 1934  I 1524  I 1119  I 1131  I
MX0000100271981TAVG  938  I 1277  I 1327  I 1729  I 1963  I 2086  I 2036  I 1991  I 1857  I 1668  I 1326  I 1072  I
MX0000100271982TAVG-9999    1185  I 1590  I 1888  I 1992  I 2304  I 1992  I 2012  I 1906  I 1705  I 1219  I-9999   
MX0000100271983TAVG  871  I-9999    1228  I 1580  I 1920  I 2126  I 1997  I 1875  I 1870  I 1660  I 1310  I-9999   
MX0000100271984TAVG  953  I 1025  I 1346  I 1674  I 1867  I 1908  I 1707  I 1821  I 1686  I 1599  I 1257  I 1171  I
MX0000100271985TAVG  830  I 1059  I 1542  I 1578  I 2031  I-9999   -9999    1975  I 1913  I-9999 XI-9999 XI-9999 XI
MX0000100271987TAVG-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 QI-9999   -9999   -9999   -9999   -9999 XI 1177  I
MX0000100271988TAVG  798  I 1232  I 1328  I 1610  I 1971  I 2028  I 1850  I 1953  I 1788  I 1548  I 1426  I 1153  I
MX0000100271989TAVG 1160  I 1348  I 1404  I 1722  I 2049  I 2257  I 2052  I 1896  I 1778  I 1589  I 1272  I  883  I
MX0000100271990TAVG 1100  I 1125  I 1479  I 1693  I 2023  I 2204  I 1911  I 1766  I 1770  I 1584  I 1372  I 1188  I
MX0000100271991TAVG 1038  I 1211  I 1580  I 1739  I 2002  I 2149  I 1863  I 1916  I 1726  I 1498  I 1230  I 1087  I
MX0000100271992TAVG  891  I  924  I 1337  I 1451  I 1781  I 2182  I 2077  I 1945  I-9999 XI-9999 XI-9999 XI-9999 XI
MX0000100271993TAVG-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI
MX0000100271994TAVG-9999 XI-9999 XI-9999 XI 1673  I 2066  I 2134  I 2058  I 2010  I 1839  I 1679  I 1627  I 1314  I
MX0000100271995TAVG-9999    1350  I 1499  I 1705  I 2097  I 2198  I 2084  I 2044  I 1993  I 1669  I 1490  I-9999   
MX0000100271996TAVG 1126  I 1397  I 1408  I 1642  I 2179  I 2119  I 2121  I 1956  I 1890  I 1548  I 1292  I 1161  I
MX0000100271997TAVG-9999    1231  I 1421  I 1402  I 1838  I 2203  I-9999    2066  I 1934  I 1606  I 1432  I  927  I
MX0000100271998TAVG-9999    1246  I-9999    1730  I 2189  I 2382  I 2242  I 2044  I 1938  I 1852  I 1565  I 1228  I
MX0000100271999TAVG 1127  v 1452  v 1512  v 1872  v 2047  v 2207  v 1972  v 2092  v 1977  v 1677  v 1317  v  961  v
MX0000100272000TAVG 1182  v 1377  v 1557  v 1812  v 2142  v 2052  v 2047  v 1902  v 1892  v 1637  v 1347  v 1062  v
MX0000100272001TAVG 1052  v 1275  v 1290  v 1954  v 2000  v 2155  v 2115  v 2070  v 1915  v 1695  v 1390  v 1130  v
MX0000100272002TAVG 1130  v 1255  v 1530  v 1950  v 2160  v 2230  v 2025  v 1970  v 1784  v 1734  v 1305  v 1009  v
MX0000100272003TAVG 1115  v 1265  v 1500  v 1775  v 2200  v 2230  v-9999   -9999   -9999   -9999   -9999   -9999   
MX0000100291922TAVG-9999   -9999   -9999   -9999   -9999    2197  I 1937  I 2043  I 1839  I 1603  I 1412  I-9999   
MX0000100291923TAVG 1218  I 1195  I 1313  I 1754  I 2095  I 2214  I 2025  I 1936  I 1862  I 1581  I 1208  I 1055  I
MX0000100291924TAVG  829  I-9999    1292  I 1585  I 1897  I 2225  I 2050  I 2073  I 1820  I 1648  I 1446  I 1003  I
MX0000100291925TAVG-9999    1372  I 1536  I 1901  I 1940  I 2172  I 2001  I 1900  I 1895  I-9999    1326  I  857  I
MX0000100291926TAVG-9999    1228  I 1324  I 1542  I 1844  I 2121  I 2109  I 1922  I 1954  I 1720  I 1408  I 1184  I
MX0000100291927TAVG-9999    1283  I 1385  I 1697  I 2145  I 2127  I 1981  I 2039  I 2109  I 1652  I 1472  I  979  I
MX0000100291928TAVG 1064  I 1064  I 1457  I 1631  I 1932  I 2278  I 2093  I 1930  I 1748  I 1740  I 1286  I  993  I
MX0000100291929TAVG 1027  I 1124  I 1202  I 1750  I 1971  I 2350  I 2068  I 1917  I 1930  I 1579  I 1202  I 1061  I
MX0000100291930TAVG 1104  I 1188  I 1325  I 1626  I 1871  I 2223  I 1984  I 1900  I 1971  I 1661  I 1166  I  880  I
MX0000100291931TAVG  772  I 1015  I 1252  I 1538  I 1810  I 2090  I 1991  I 1907  I 1943  I 1745  I 1374  I 1067  I
MX0000100291932TAVG  970  I 1202  I 1192  I 1604  I 1873  I 2262  I 1987  I 1930  I 1696  I 1589  I 1080  I  842  I
MX0000100291933TAVG  949  I 1069  I 1431  I 1499  I 1868  I 1980  I 1957  I 1890  I 1822  I 1496  I 1150  I 1021  I
MX0000100291934TAVG  687  I 1031  I 1222  I 1564  I 1833  I 2146  I 1892  I 1909  I 1875  I 1646  I 1246  I  998  I
MX0000100291935TAVG  983  I  845  I 1227  I 1536  I 1615  I 1884  I 1739  I 1937  I 1814  I 1677  I 1381  I  983  I
MX0000100291936TAVG 1142  I 1209  I 1318  I 1504  I 1887  I 2200  I 1996  I 1854  I 1810  I 1605  I 1283  I-9999   
MX0000100291937TAVG 1221  I 1206  I 1325  I 1665  I 1807  I 2215  I 2006  I 2058  I 1668  I 1582  I 1355  I  960  I
MX0000100291938TAVG  966  I 1185  I 1426  I 1589  I 1920  I 2110  I 1866  I 1904  I 1679  I 1582  I 1262  I  994  I
MX0000100291939TAVG  923  I 1045  I 1474  I 1569  I 1830  I 2030  I-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI
MX0000100291940TAVG-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI 1997  I 1900  I 1831  I 1558  I 1182  I 1105  I
MX0000100291941TAVG  943  I 1142  I 1216  I 1590  I 1891  I 2039  I 1962  I 1850  I 1837  I 1657  I 1278  I 1016  I
MX0000100291942TAVG 1075  I 1067  I 1213  I 1508  I 1932  I 2170  I 1991  I 1916  I 1733  I 1540  I 1325  I  950  I
MX0000100291943TAVG  899  I 1110  I 1379  I 1703  I 1952  I 1910  I 1893  I 1991  I 1685  I 1429  I 1096  I  980  I
MX0000100291944TAVG  729  I 1141  I 1109  I 1464  I 1778  I 2165  I 2036  I 1929  I 1792  I 1512  I 1134  I  843  I
MX0000100291945TAVG  948  I 1123  I 1325  I 1507  I 1935  I 2172  I 1924  I 1941  I 1913  I 1596  I 1378  I 1022  I
MX0000100291946TAVG-9999    1053  I 1389  I 1762  I 1909  I 2021  I 1937  I 1965  I 1862  I 1677  I 1205  I  954  I
MX0000100291947TAVG  777  I-9999    1267  I 1527  I 1794  I 2106  I 2051  I 1804  I 1653  I 1617  I 1102  I  813  I
MX0000100291948TAVG  950  I 1115  I 1309  I 1732  I 1880  I 2032  I 1985  I 2001  I 1776  I 1555  I 1165  I 1244  I
MX0000100291949TAVG  916  " 1066  " 1376  " 1386  " 1916  " 2136  " 1916  " 1826  " 1786  " 1616  " 1446  "  946  "
MX0000100291950TAVG 1076  I 1114  I 1342  I 1644  I 1894  I 2062  I 1899  I 1880  I 1800  I-9999   -9999     943  I
MX0000100291951TAVG  836  " 1016  " 1226  " 1536  " 1906  " 2196  " 2036  " 2036  " 1896  " 1656  " 1346  " 1136  "
MX0000100291952TAVG 1236  " 1176  " 1446  " 1776  " 2146  " 2356  " 1956  " 2006  " 1906  " 1546  " 1336  "  966  "
MX0000100291953TAVG-9999 X"-9999 X"-9999 X"-9999 X"-9999   -9999 X"-9999 X" 1868  " 1698  " 1548  " 1038  "  758  "
MX0000100291954TAVG 1068  " 1168  " 1428  " 1778  " 1918  " 2168  " 1948  " 1938  " 1868  " 1618  " 1188  "  968  "
MX0000100291955TAVG  698  "  998  "-9999 Q" 1658  " 1878  " 2078  " 2018  " 1838  " 1748  " 1468  " 1168  " 1018  "
MX0000100291956TAVG  916  I 1052  I 1462  I 1595  I 1951  I 2072  I 1953  I 1930  I 1697  I 1652  I 1237  I  887  I
MX0000100291957TAVG 1211  I 1293  I 1105  I 1573  I 1764  I 2112  I 2129  I 1972  I 1915  I 1521  I 1225  I 1100  I
MX0000100291958TAVG  736  I 1022  I 1209  I 1530  I 1841  I 2130  I 2095  I 1960  I 1864  I 1599  I 1304  I  967  I
MX0000100291959TAVG 1035  I 1152  I-9999    1670  I 1910  I 2182  I 1956  I 1940  I 1810  I 1550  I 1262  I  976  I
MX0000100291960TAVG  895  I  911  I 1411  I 1552  I 1772  I 2223  I 1952  I 1964  I 1723  I 1622  I 1444  I 1012  I
MX0000100291961TAVG  848  I  951  I 1287  I 1612  I 2038  I 1983  I 1828  I 1815  I 1849  I 1521  I 1274  I  973  I
MX0000100291962TAVG  863  I-9999    1411  I 1583  I 1815  I 2171  I 2122  I 1934  I 1831  I 1643  I 1253  I-9999   
MX0000100291963TAVG 1058  I 1092  I 1468  I 1833  I 1993  I 1941  I 1854  I 1793  I 1589  I 1341  I 1221  I  898  I
MX0000100291964TAVG  808  I 1063  I 1219  I 1707  I 1922  I 1964  I 2008  I 1919  I 1931  I 1392  I 1270  I 1053  I
MX0000100291965TAVG 1016  I  861  I 1284  I 1670  I 1884  I 2106  I 2040  I 1992  I 1870  I 1414  I 1411  I  913  I
MX0000100291966TAVG-9999 XI-9999 XI-9999   -9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999   
MX0000100291967TAVG-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI  988  I
MX0000100291968TAVG-9999    1035  I 1049  I 1518  I 1902  I 2095  I 1892  I 1874  I 1703  I 1610  I-9999   -9999   
MX0000100291969TAVG-9999    1059  I 1115  I 1619  I 1858  I 2227  I 2103  I 2105  I 1825  I 1634  I 1225  I  951  I
MX0000100291970TAVG  874  I 1031  I 1198  I 1629  I 1826  I 2031  I 1976  I 1862  I 1732  I 1367  I 1264  I-9999   
MX0000100291971TAVG 1114  I-9999    1432  I 1513  I 1874  I 1908  I 1954  I 1703  I 1745  I 1466  I 1346  I 1073  I
MX0000100291972TAVG-9999   -9999    1354  I 1774  I 1850  I 1960  I 1840  I-9999    1758  I 1585  I 1277  I 1091  I
MX0000100291973TAVG  902  I 1025  I 1226  I 1456  I 1859  I 2010  I 1924  I 1708  I 1700  I 1616  I 1435  I  918  I
MX0000100291974TAVG 1129  I 1009  I 1353  I 1615  I 1929  I 2095  I 1904  I 1832  I 1638  I 1435  I 1174  I-9999   
MX0000100291975TAVG-9999    1001  I 1316  I 1610  I 1727  I 2082  I 1881  I 1756  I 1636  I 1503  I 1271  I  968  I
MX0000100291976TAVG 1068  I 1263  I 1345  I 1606  I 1827  I 1898  I 1736  I 1732  I 1613  I 1424  I  935  I  906  I
MX0000100291977TAVG 1002  I-9999    1226  I 1448  I 1753  I 1816  I 1830  I 1939  I 1826  I 1604  I 1243  I-9999   
MX0000100291978TAVG-9999     871  I 1363  I 1651  I 1924  I 2210  I 2029  I 1856  I 1698  I 1474  I 1355  I-9999   
MX0000100291979TAVG  876  I 1011  I 1354  I 1653  I 1803  I 1977  I 2143  I 1854  I 1700  I 1684  I 1162  I  993  I
MX0000100291980TAVG 1012  I 1183  I 1372  I 1544  I 1956  I 2415  I 2122  I 1959  I 1817  I 1433  I 1036  I 1038  I
MX0000100291981TAVG-9999    1101  I-9999    1497  I 1843  I 2123  I 2039  I 1885  I 1731  I 1542  I 1270  I 1009  I
MX0000100291982TAVG 1050  I 1141  I 1486  I 1783  I 1870  I 2302  I 2000  I 1945  I 1865  I 1688  I 1140  I  850  I
MX0000100291983TAVG-9999   -9999    1134  I 1467  I 1862  I 2180  I 1975  I 1848  I 1800  I 1627  I-9999   -9999   
MX0000100291984TAVG-9999   -9999    1278  I 1626  I 1858  I 1923  I 1708  I 1785  I 1625  I 1442  I-9999   -9999   
MX0000100291985TAVG  647  I  855  I 1369  I 1390  I 2026  I 2090  I 1888  I 1940  I 1752  I 1553  I 1241  I-9999   
MX0000100291986TAVG-9999    1035  I 1224  I 1732  I 1911  I 2053  I 1814  I 1909  I 1721  I 1504  I 1268  I  828  I
MX0000100291987TAVG  760  I-9999   -9999    1507  I 1682  I 2038  I 2012  I 1835  I 1754  I 1516  I 1169  I 1061  I
MX0000100291988TAVG  889  I-9999    1233  I 1578  I 1966  I 2004  I 1796  I 1885  I 1713  I-9999   -9999    1001  I
MX0000100291989TAVG  966  I-9999    1301  I 1723  I 2079  I 2232  I 2032  I 1869  I 1706  I 1529  I 1100  I  684  I
MX0000100291990TAVG  846  I-9999    1319  I 1623  I 2020  I 2260  I 1913  I 1831  I 1701  I 1466  I 1274  I 1034  I
MX0000100291991TAVG-9999    1075  I 1447  I 1708  I 2051  I 2243  I 1864  I 1874  I 1685  I 1490  I 1119  I  941  I
MX0000100291992TAVG-9999   -9999   -9999   -9999    1652  I 2206  I 2037  I 1792  I 1718  I 1515  I-9999    1112  I
MX0000100291993TAVG 1004  I 1064  I 1287  I 1563  I-9999    2134  I 1942  I 2000  I 1664  I 1527  I-9999    1079  I
MX0000100291994TAVG  954  I 1107  I 1261  I 1476  I 1985  I 2140  I 2105  I 1994  I 1834  I 1584  I 1283  I 1038  I
MX0000100291995TAVG 1045  I 1191  I 1410  I 1614  I 2014  I 2196  I 2004  I 2012  I 1701  I-9999   -9999    1010  I
MX0000100291996TAVG-9999   -9999   -9999    1561  I 1872  I 2075  I 2047  I 2094  I 1874  I 1438  I 1420  I-9999 QI
MX0000100291997TAVG  345  I 1078  I-9999   -9999    1850  I-9999    2025  I 2127  I 1966  I 1596  I 1237  I-9999 QI
MX0000100291998TAVG-9999    1152  I-9999    1702  I-9999 QI 2295  I-9999    2216  I 1990  I 1841  I 1591  I  910  I
MX0000100491965TAVG-9999   -9999   -9999   -9999   -9999   -9999   -9999   -9999   -9999   -9999    1828  I 1217  I
MX0000100491966TAVG 1029  I 1205  I 1722  I 2166  I 2489  I 2684  I 2700  I 2534  I 2340  I 1998  I 1581  I 1168  I
MX0000100491967TAVG 1017  I 1410  I 1963  I 2443  I 2558  I 2763  I 2593  I 2448  I 2198  I 1834  I 1624  I 1347  I
MX0000100491968TAVG 1220  I 1402  I 1578  I 2159  I 2535  I 2556  I 2494  I 2427  I 2239  I 2190  I 1584  I 1301  I
MX0000100491969TAVG 1401  I 1489  I 1594  I 2214  I 2502  I 2818  I 2681  I 2623  I 2443  I 2260  I 1588  I 1309  I
MX0000100491970TAVG 1272  I 1373  I 1697  I 2281  I 2357  I 2608  I 2540  I 2594  I 2291  I 1958  I 1478  I 1397  I
MX0000100491971TAVG 1412  I 1442  I-9999    2134  I 2490  I 2530  I 2509  I 2275  I 2337  I 2044  I 1736  I 1367  I
MX0000100491972TAVG 1416  I 1466  I 1980  I 2395  I 2554  I 2547  I 2518  I 2481  I 2434  I 2129  I-9999    1378  I
MX0000100491973TAVG 1197  I 1421  I 1779  I 2030  I 2399  I 2617  I 2597  I 2409  I 2422  I 2099  I 1743  I 1269  I
MX0000100491974TAVG 1405  I 1394  I-9999    2238  I 2560  I 2644  I 2554  I-9999    2319  I 1928  I 1607  I 1129  I
MX0000100491975TAVG 1234  I 1400  I 1961  I 2355  I 2425  I 2649  I 2504  I 2408  I 2311  I 1970  I 1576  I 1370  I
MX0000100491976TAVG 1202  I 1476  I 1911  I 2103  I 2359  I 2589  I 2327  I 2413  I 2308  I 1937  I 1389  I 1275  I
MX0000100491977TAVG 1309  I 1307  I 1786  I 1995  I 2456  I 2492  I 2422  I 2507  I 2448  I 2111  I-9999   -9999 XI
MX0000100491978TAVG-9999 XI-9999 XI-9999   -9999 XI-9999   -9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI 1437  I
MX0000100491979TAVG 1286  I 1467  I 1780  I 2205  I 2531  I 2569  I 2746  I 2399  I 2197  I 2020  I 1431  I 1301  I
MX0000100491980TAVG 1285  I 1537  I 1921  I 2067  I 2571  I 2901  I 2760  I 2561  I 2503  I 1977  I 1342  I 1364  I
MX0000100491981TAVG-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI
MX0000100491982TAVG-9999 XI 1531  I 2002  I 2354  I 2513  I 2886  I 2610  I 2610  I 2419  I 2155  I 1510  I 1272  I
MX0000100491983TAVG 1134  I 1261  I 1578  I 2055  I 2439  I 2732  I 2648  I 2533  I 2458  I 2131  I 1601  I 1305  I
MX0000100491984TAVG 1201  I 1340  I 1728  I 2182  I 2422  I 2587  I 2350  I 2419  I 2265  I 2069  I 1538  I 1376  I
MX0000100491985TAVG  994  I 1373  I 1918  I 2073  I 2660  I 2632  I 2447  I 2474  I 2455  I 2099  I 1691  I 1255  I
MX0000100491986TAVG-9999    1411  I 1634  I 2260  I 2482  I 2544  I 2434  I 2530  I-9999 XI-9999 XI-9999 XI-9999 XI
MX0000100491987TAVG-9999 XI-9999 XI-9999 XI-9999 XI-9999 QI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI
MX0000100491988TAVG-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI-9999 XI 1782  I 1286  I
MX0000100491989TAVG 1401  I 1625  I 1686  I 2171  I 2507  I 2734  I 2642  I 2541  I 2318  I 1926  I 1492  I 1289  I
MX0000100491990TAVG 1351  I 1391  I 1920  I 2197  I 2546  I 2690  I 2435  I 2345  I 2246  I 1893  I 1588  I-9999   
